VTX, IDX, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z, TEXCOORD4.x, TEXCOORD4.y, TEXCOORD4.z, TEXCOORD4.w, TEXCOORD5.x, TEXCOORD5.y, TEXCOORD5.z, TEXCOORD5.w
3233, 829, -0.06989,  0.00021,  0.08308,  0.2826,  0.89707,  0.2826,  0.89707,  0.2405,  0.28327,  0.92839,  0.0351, -0.95838,  0.28333, -1.00,  1.00,  1.00,  1.00,  1.00
3234, 830, -0.07338, -0.00355,  0.08427,  0.28512,  0.89997,  0.28512,  0.89997,  0.34237,  0.13724,  0.92949,  0.05247, -0.99052,  0.12693, -1.00,  1.00,  1.00,  1.00,  1.00
3235, 829, -0.06989,  0.00021,  0.08308,  0.2826,  0.89707,  0.2826,  0.89707,  0.2405,  0.28327,  0.92839,  0.0351, -0.95838,  0.28333, -1.00,  1.00,  1.00,  1.00,  1.00
3236, 837, -0.0752,  0.00085,  0.08418,  0.28235,  0.9014,  0.28235,  0.9014,  0.27375,  0.40884,  0.87058, -0.0563, -0.89679,  0.43886, -1.00,  1.00,  1.00,  1.00,  1.00
3237, 837, -0.0752,  0.00085,  0.08418,  0.28235,  0.9014,  0.28235,  0.9014,  0.27375,  0.40884,  0.87058, -0.0563, -0.89679,  0.43886, -1.00,  1.00,  1.00,  1.00,  1.00
3238, 832, -0.07779, -0.00378,  0.08624,  0.28527,  0.90315,  0.28527,  0.90315,  0.43249,  0.24682,  0.8672,  0.09304, -0.96888,  0.22936, -1.00,  1.00,  1.00,  1.00,  1.00
3239, 830, -0.07338, -0.00355,  0.08427,  0.28512,  0.89997,  0.28512,  0.89997,  0.34237,  0.13724,  0.92949,  0.05247, -0.99052,  0.12693, -1.00,  1.00,  1.00,  1.00,  1.00
3240, 837, -0.0752,  0.00085,  0.08418,  0.28235,  0.9014,  0.28235,  0.9014,  0.27375,  0.40884,  0.87058, -0.0563, -0.89679,  0.43886, -1.00,  1.00,  1.00,  1.00,  1.00
3241, 836, -0.07221,  0.00512,  0.08014,  0.27807,  0.89907,  0.27807,  0.89907,  0.09784,  0.62383,  0.77541, -0.03784, -0.77626,  0.62928, -1.00,  1.00,  1.00,  1.00,  1.00
3242, 838, -0.07831,  0.00418,  0.08249,  0.28023,  0.90425,  0.28023,  0.90425,  0.10845,  0.74309,  0.66035, -0.30706, -0.60674,  0.7332, -1.00,  1.00,  1.00,  1.00,  1.00
3243, 838, -0.07831,  0.00418,  0.08249,  0.28023,  0.90425,  0.28023,  0.90425,  0.10845,  0.74309,  0.66035, -0.30706, -0.60674,  0.7332, -1.00,  1.00,  1.00,  1.00,  1.00
3244, 839, -0.0797,  0.00018,  0.0861,  0.28287,  0.90437,  0.28287,  0.90437,  0.31372,  0.47872,  0.82,  0.01112, -0.86539,  0.50097, -1.00,  1.00,  1.00,  1.00,  1.00
3245, 837, -0.0752,  0.00085,  0.08418,  0.28235,  0.9014,  0.28235,  0.9014,  0.27375,  0.40884,  0.87058, -0.0563, -0.89679,  0.43886, -1.00,  1.00,  1.00,  1.00,  1.00
3246, 832, -0.07779, -0.00378,  0.08624,  0.28527,  0.90315,  0.28527,  0.90315,  0.43249,  0.24682,  0.8672,  0.09304, -0.96888,  0.22936, -1.00,  1.00,  1.00,  1.00,  1.00
3247, 837, -0.0752,  0.00085,  0.08418,  0.28235,  0.9014,  0.28235,  0.9014,  0.27375,  0.40884,  0.87058, -0.0563, -0.89679,  0.43886, -1.00,  1.00,  1.00,  1.00,  1.00
3248, 839, -0.0797,  0.00018,  0.0861,  0.28287,  0.90437,  0.28287,  0.90437,  0.31372,  0.47872,  0.82,  0.01112, -0.86539,  0.50097, -1.00,  1.00,  1.00,  1.00,  1.00
3249, 839, -0.0797,  0.00018,  0.0861,  0.28287,  0.90437,  0.28287,  0.90437,  0.31372,  0.47872,  0.82,  0.01112, -0.86539,  0.50097, -1.00,  1.00,  1.00,  1.00,  1.00
3250, 838, -0.07831,  0.00418,  0.08249,  0.28023,  0.90425,  0.28023,  0.90425,  0.10845,  0.74309,  0.66035, -0.30706, -0.60674,  0.7332, -1.00,  1.00,  1.00,  1.00,  1.00
3251, 840, -0.08297,  0.00241,  0.08484,  0.28085,  0.90579,  0.28085,  0.90579, -0.07542,  0.8192,  0.56853, -0.23503, -0.5687,  0.78825, -1.00,  1.00,  1.00,  1.00,  1.00
3252, 840, -0.08297,  0.00241,  0.08484,  0.28085,  0.90579,  0.28085,  0.90579, -0.07542,  0.8192,  0.56853, -0.23503, -0.5687,  0.78825, -1.00,  1.00,  1.00,  1.00,  1.00
3253, 841, -0.08347, -0.00098,  0.0885,  0.28373,  0.90664,  0.28373,  0.90664,  0.27193,  0.54489,  0.79319,  0.32115, -0.82838,  0.45897, -1.00,  1.00,  1.00,  1.00,  1.00
3254, 839, -0.0797,  0.00018,  0.0861,  0.28287,  0.90437,  0.28287,  0.90437,  0.31372,  0.47872,  0.82,  0.01112, -0.86539,  0.50097, -1.00,  1.00,  1.00,  1.00,  1.00
3255, 841, -0.08347, -0.00098,  0.0885,  0.28373,  0.90664,  0.28373,  0.90664,  0.27193,  0.54489,  0.79319,  0.32115, -0.82838,  0.45897, -1.00,  1.00,  1.00,  1.00,  1.00
3256, 840, -0.08297,  0.00241,  0.08484,  0.28085,  0.90579,  0.28085,  0.90579, -0.07542,  0.8192,  0.56853, -0.23503, -0.5687,  0.78825, -1.00,  1.00,  1.00,  1.00,  1.00
3257, 842, -0.08733,  0.00067,  0.08708,  0.28169,  0.90776,  0.28169,  0.90776, -0.24122,  0.87508,  0.41958,  0.24809, -0.36238,  0.8984, -1.00,  1.00,  1.00,  1.00,  1.00
3258, 843, -0.08577,  0.00243,  0.08145,  0.27958,  0.90738,  0.27958,  0.90738, -0.42785,  0.85654,  0.28859, -0.54008, -0.49829,  0.67825, -1.00,  1.00,  1.00,  1.00,  1.00
3259, 842, -0.08733,  0.00067,  0.08708,  0.28169,  0.90776,  0.28169,  0.90776, -0.24122,  0.87508,  0.41958,  0.24809, -0.36238,  0.8984, -1.00,  1.00,  1.00,  1.00,  1.00
3260, 840, -0.08297,  0.00241,  0.08484,  0.28085,  0.90579,  0.28085,  0.90579, -0.07542,  0.8192,  0.56853, -0.23503, -0.5687,  0.78825, -1.00,  1.00,  1.00,  1.00,  1.00
3261, 842, -0.08733,  0.00067,  0.08708,  0.28169,  0.90776,  0.28169,  0.90776, -0.24122,  0.87508,  0.41958,  0.24809, -0.36238,  0.8984, -1.00,  1.00,  1.00,  1.00,  1.00
3262, 843, -0.08577,  0.00243,  0.08145,  0.27958,  0.90738,  0.27958,  0.90738, -0.42785,  0.85654,  0.28859, -0.54008, -0.49829,  0.67825, -1.00,  1.00,  1.00,  1.00,  1.00
3263, 844, -0.08946, -0.00024,  0.08407,  0.27999,  0.9087,  0.27999,  0.9087, -0.53629,  0.83849,  0.09659,  0.0173, -0.1035,  0.99448, -1.00,  1.00,  1.00,  1.00,  1.00
3264, 840, -0.08297,  0.00241,  0.08484,  0.28085,  0.90579,  0.28085,  0.90579, -0.07542,  0.8192,  0.56853, -0.23503, -0.5687,  0.78825, -1.00,  1.00,  1.00,  1.00,  1.00
3265, 845, -0.08116,  0.00668,  0.07876,  0.27826,  0.9083,  0.27826,  0.9083, -0.0553,  0.66146,  0.74794, -0.2635, -0.7322,  0.62805, -1.00,  1.00,  1.00,  1.00,  1.00
3266, 843, -0.08577,  0.00243,  0.08145,  0.27958,  0.90738,  0.27958,  0.90738, -0.42785,  0.85654,  0.28859, -0.54008, -0.49829,  0.67825, -1.00,  1.00,  1.00,  1.00,  1.00
3267, 845, -0.08116,  0.00668,  0.07876,  0.27826,  0.9083,  0.27826,  0.9083, -0.0553,  0.66146,  0.74794, -0.2635, -0.7322,  0.62805, -1.00,  1.00,  1.00,  1.00,  1.00
3268, 840, -0.08297,  0.00241,  0.08484,  0.28085,  0.90579,  0.28085,  0.90579, -0.07542,  0.8192,  0.56853, -0.23503, -0.5687,  0.78825, -1.00,  1.00,  1.00,  1.00,  1.00
3269, 838, -0.07831,  0.00418,  0.08249,  0.28023,  0.90425,  0.28023,  0.90425,  0.10845,  0.74309,  0.66035, -0.30706, -0.60674,  0.7332, -1.00,  1.00,  1.00,  1.00,  1.00
3270, 836, -0.07221,  0.00512,  0.08014,  0.27807,  0.89907,  0.27807,  0.89907,  0.09784,  0.62383,  0.77541, -0.03784, -0.77626,  0.62928, -1.00,  1.00,  1.00,  1.00,  1.00
3271, 845, -0.08116,  0.00668,  0.07876,  0.27826,  0.9083,  0.27826,  0.9083, -0.0553,  0.66146,  0.74794, -0.2635, -0.7322,  0.62805, -1.00,  1.00,  1.00,  1.00,  1.00
3272, 838, -0.07831,  0.00418,  0.08249,  0.28023,  0.90425,  0.28023,  0.90425,  0.10845,  0.74309,  0.66035, -0.30706, -0.60674,  0.7332, -1.00,  1.00,  1.00,  1.00,  1.00
3273, 835, -0.06364,  0.00584,  0.07874,  0.27793,  0.89066,  0.27793,  0.89066,  0.0784,  0.59154,  0.80245,  0.07631, -0.80613,  0.5868, -1.00,  1.00,  1.00,  1.00,  1.00
3274, 846, -0.0719,  0.01022,  0.07607,  0.27387,  0.89893,  0.27387,  0.89893,  0.07245,  0.5012,  0.86229, -0.023, -0.8635,  0.50383, -1.00,  1.00,  1.00,  1.00,  1.00
3275, 836, -0.07221,  0.00512,  0.08014,  0.27807,  0.89907,  0.27807,  0.89907,  0.09784,  0.62383,  0.77541, -0.03784, -0.77626,  0.62928, -1.00,  1.00,  1.00,  1.00,  1.00
3276, 845, -0.08116,  0.00668,  0.07876,  0.27826,  0.9083,  0.27826,  0.9083, -0.0553,  0.66146,  0.74794, -0.2635, -0.7322,  0.62805, -1.00,  1.00,  1.00,  1.00,  1.00
3277, 836, -0.07221,  0.00512,  0.08014,  0.27807,  0.89907,  0.27807,  0.89907,  0.09784,  0.62383,  0.77541, -0.03784, -0.77626,  0.62928, -1.00,  1.00,  1.00,  1.00,  1.00
3278, 846, -0.0719,  0.01022,  0.07607,  0.27387,  0.89893,  0.27387,  0.89893,  0.07245,  0.5012,  0.86229, -0.023, -0.8635,  0.50383, -1.00,  1.00,  1.00,  1.00,  1.00
3279, 847, -0.08082,  0.0109,  0.07643,  0.27411,  0.90818,  0.27411,  0.90818,  0.04857,  0.35953,  0.93187, -0.0144, -0.93262,  0.36057, -1.00,  1.00,  1.00,  1.00,  1.00
3280, 845, -0.08116,  0.00668,  0.07876,  0.27826,  0.9083,  0.27826,  0.9083, -0.0553,  0.66146,  0.74794, -0.2635, -0.7322,  0.62805, -1.00,  1.00,  1.00,  1.00,  1.00
3281, 846, -0.0719,  0.01022,  0.07607,  0.27387,  0.89893,  0.27387,  0.89893,  0.07245,  0.5012,  0.86229, -0.023, -0.8635,  0.50383, -1.00,  1.00,  1.00,  1.00,  1.00
3282, 848, -0.07025,  0.01628,  0.07338,  0.26912,  0.89744,  0.26912,  0.89744,  0.1129,  0.24012,  0.96416,  0.02136, -0.97072,  0.23925, -1.00,  1.00,  1.00,  1.00,  1.00
3283, 847, -0.08082,  0.0109,  0.07643,  0.27411,  0.90818,  0.27411,  0.90818,  0.04857,  0.35953,  0.93187, -0.0144, -0.93262,  0.36057, -1.00,  1.00,  1.00,  1.00,  1.00
3284, 846, -0.0719,  0.01022,  0.07607,  0.27387,  0.89893,  0.27387,  0.89893,  0.07245,  0.5012,  0.86229, -0.023, -0.8635,  0.50383, -1.00,  1.00,  1.00,  1.00,  1.00
3285, 847, -0.08082,  0.0109,  0.07643,  0.27411,  0.90818,  0.27411,  0.90818,  0.04857,  0.35953,  0.93187, -0.0144, -0.93262,  0.36057, -1.00,  1.00,  1.00,  1.00,  1.00
3286, 848, -0.07025,  0.01628,  0.07338,  0.26912,  0.89744,  0.26912,  0.89744,  0.1129,  0.24012,  0.96416,  0.02136, -0.97072,  0.23925, -1.00,  1.00,  1.00,  1.00,  1.00
3287, 849, -0.07998,  0.02056,  0.0741,  0.26636,  0.9077,  0.26636,  0.9077,  0.09854,  0.17628,  0.9794,  0.03116, -0.98425,  0.17401, -1.00,  1.00,  1.00,  1.00,  1.00
3288, 850, -0.06977,  0.03042,  0.07152,  0.25988,  0.8957,  0.25988,  0.8957,  0.08128,  0.13823,  0.98706,  0.02286, -0.99034,  0.1368, -1.00,  1.00,  1.00,  1.00,  1.00
3289, 849, -0.07998,  0.02056,  0.0741,  0.26636,  0.9077,  0.26636,  0.9077,  0.09854,  0.17628,  0.9794,  0.03116, -0.98425,  0.17401, -1.00,  1.00,  1.00,  1.00,  1.00
3290, 848, -0.07025,  0.01628,  0.07338,  0.26912,  0.89744,  0.26912,  0.89744,  0.1129,  0.24012,  0.96416,  0.02136, -0.97072,  0.23925, -1.00,  1.00,  1.00,  1.00,  1.00
3291, 848, -0.07025,  0.01628,  0.07338,  0.26912,  0.89744,  0.26912,  0.89744,  0.1129,  0.24012,  0.96416,  0.02136, -0.97072,  0.23925, -1.00,  1.00,  1.00,  1.00,  1.00
3292, 851, -0.0605,  0.02381,  0.07151,  0.26472,  0.88505,  0.26472,  0.88505,  0.13664,  0.12673,  0.98248,  0.0055, -0.99187,  0.12718, -1.00,  1.00,  1.00,  1.00,  1.00
3293, 850, -0.06977,  0.03042,  0.07152,  0.25988,  0.8957,  0.25988,  0.8957,  0.08128,  0.13823,  0.98706,  0.02286, -0.99034,  0.1368, -1.00,  1.00,  1.00,  1.00,  1.00
3294, 851, -0.0605,  0.02381,  0.07151,  0.26472,  0.88505,  0.26472,  0.88505,  0.13664,  0.12673,  0.98248,  0.0055, -0.99187,  0.12718, -1.00,  1.00,  1.00,  1.00,  1.00
3295, 852, -0.06183,  0.04036,  0.06971,  0.25269,  0.88598,  0.25269,  0.88598,  0.10852,  0.14961,  0.98277,  0.00165, -0.98864,  0.15032, -1.00,  1.00,  1.00,  1.00,  1.00
3296, 850, -0.06977,  0.03042,  0.07152,  0.25988,  0.8957,  0.25988,  0.8957,  0.08128,  0.13823,  0.98706,  0.02286, -0.99034,  0.1368, -1.00,  1.00,  1.00,  1.00,  1.00
3297, 852, -0.06183,  0.04036,  0.06971,  0.25269,  0.88598,  0.25269,  0.88598,  0.10852,  0.14961,  0.98277,  0.00165, -0.98864,  0.15032, -1.00,  1.00,  1.00,  1.00,  1.00
3298, 851, -0.0605,  0.02381,  0.07151,  0.26472,  0.88505,  0.26472,  0.88505,  0.13664,  0.12673,  0.98248,  0.0055, -0.99187,  0.12718, -1.00,  1.00,  1.00,  1.00,  1.00
3299, 853, -0.05276,  0.03403,  0.0689,  0.25732,  0.87699,  0.25732,  0.87699,  0.21397,  0.11394,  0.97017,  0.06861, -0.99247,  0.10142, -1.00,  1.00,  1.00,  1.00,  1.00
3300, 854, -0.04719,  0.04335,  0.0665,  0.24966,  0.86917,  0.24966,  0.86917,  0.26178,  0.13521,  0.95561, -0.00354, -0.99,  0.14105, -1.00,  1.00,  1.00,  1.00,  1.00
3301, 852, -0.06183,  0.04036,  0.06971,  0.25269,  0.88598,  0.25269,  0.88598,  0.10852,  0.14961,  0.98277,  0.00165, -0.98864,  0.15032, -1.00,  1.00,  1.00,  1.00,  1.00
3302, 853, -0.05276,  0.03403,  0.0689,  0.25732,  0.87699,  0.25732,  0.87699,  0.21397,  0.11394,  0.97017,  0.06861, -0.99247,  0.10142, -1.00,  1.00,  1.00,  1.00,  1.00
3303, 852, -0.06183,  0.04036,  0.06971,  0.25269,  0.88598,  0.25269,  0.88598,  0.10852,  0.14961,  0.98277,  0.00165, -0.98864,  0.15032, -1.00,  1.00,  1.00,  1.00,  1.00
3304, 854, -0.04719,  0.04335,  0.0665,  0.24966,  0.86917,  0.24966,  0.86917,  0.26178,  0.13521,  0.95561, -0.00354, -0.99,  0.14105, -1.00,  1.00,  1.00,  1.00,  1.00
3305, 855, -0.05603,  0.05003,  0.06737,  0.24574,  0.87946,  0.24574,  0.87946,  0.15634,  0.17922,  0.97131,  0.01189, -0.98367,  0.17959, -1.00,  1.00,  1.00,  1.00,  1.00
3306, 856, -0.04393,  0.05012,  0.06443,  0.24436,  0.86542,  0.24436,  0.86542,  0.30831,  0.17123,  0.93575, -0.08493, -0.97479,  0.20635, -1.00,  1.00,  1.00,  1.00,  1.00
3307, 855, -0.05603,  0.05003,  0.06737,  0.24574,  0.87946,  0.24574,  0.87946,  0.15634,  0.17922,  0.97131,  0.01189, -0.98367,  0.17959, -1.00,  1.00,  1.00,  1.00,  1.00
3308, 854, -0.04719,  0.04335,  0.0665,  0.24966,  0.86917,  0.24966,  0.86917,  0.26178,  0.13521,  0.95561, -0.00354, -0.99,  0.14105, -1.00,  1.00,  1.00,  1.00,  1.00
3309, 855, -0.05603,  0.05003,  0.06737,  0.24574,  0.87946,  0.24574,  0.87946,  0.15634,  0.17922,  0.97131,  0.01189, -0.98367,  0.17959, -1.00,  1.00,  1.00,  1.00,  1.00
3310, 856, -0.04393,  0.05012,  0.06443,  0.24436,  0.86542,  0.24436,  0.86542,  0.30831,  0.17123,  0.93575, -0.08493, -0.97479,  0.20635, -1.00,  1.00,  1.00,  1.00,  1.00
3311, 857, -0.05366,  0.05708,  0.06565,  0.24017,  0.87604,  0.24017,  0.87604,  0.18641,  0.22923,  0.95536,  0.02532, -0.9732,  0.22857, -1.00,  1.00,  1.00,  1.00,  1.00
3312, 858, -0.04087,  0.05725,  0.06155,  0.23889,  0.86264,  0.23889,  0.86264,  0.36927,  0.26497,  0.89075, -0.03982, -0.9531,  0.30002, -1.00,  1.00,  1.00,  1.00,  1.00
3313, 857, -0.05366,  0.05708,  0.06565,  0.24017,  0.87604,  0.24017,  0.87604,  0.18641,  0.22923,  0.95536,  0.02532, -0.9732,  0.22857, -1.00,  1.00,  1.00,  1.00,  1.00
3314, 856, -0.04393,  0.05012,  0.06443,  0.24436,  0.86542,  0.24436,  0.86542,  0.30831,  0.17123,  0.93575, -0.08493, -0.97479,  0.20635, -1.00,  1.00,  1.00,  1.00,  1.00
3315, 857, -0.05366,  0.05708,  0.06565,  0.24017,  0.87604,  0.24017,  0.87604,  0.18641,  0.22923,  0.95536,  0.02532, -0.9732,  0.22857, -1.00,  1.00,  1.00,  1.00,  1.00
3316, 858, -0.04087,  0.05725,  0.06155,  0.23889,  0.86264,  0.23889,  0.86264,  0.36927,  0.26497,  0.89075, -0.03982, -0.9531,  0.30002, -1.00,  1.00,  1.00,  1.00,  1.00
3317, 859, -0.0515,  0.06361,  0.06326,  0.23489,  0.87349,  0.23489,  0.87349,  0.2345,  0.33848,  0.91128,  0.02797, -0.93938,  0.34173, -1.00,  1.00,  1.00,  1.00,  1.00
3318, 860, -0.03976,  0.06606,  0.05741,  0.23292,  0.86109,  0.23292,  0.86109,  0.40222,  0.39972,  0.82368,  0.02305, -0.90379,  0.42735, -1.00,  1.00,  1.00,  1.00,  1.00
3319, 859, -0.0515,  0.06361,  0.06326,  0.23489,  0.87349,  0.23489,  0.87349,  0.2345,  0.33848,  0.91128,  0.02797, -0.93938,  0.34173, -1.00,  1.00,  1.00,  1.00,  1.00
3320, 858, -0.04087,  0.05725,  0.06155,  0.23889,  0.86264,  0.23889,  0.86264,  0.36927,  0.26497,  0.89075, -0.03982, -0.9531,  0.30002, -1.00,  1.00,  1.00,  1.00,  1.00
3321, 859, -0.0515,  0.06361,  0.06326,  0.23489,  0.87349,  0.23489,  0.87349,  0.2345,  0.33848,  0.91128,  0.02797, -0.93938,  0.34173, -1.00,  1.00,  1.00,  1.00,  1.00
3322, 860, -0.03976,  0.06606,  0.05741,  0.23292,  0.86109,  0.23292,  0.86109,  0.40222,  0.39972,  0.82368,  0.02305, -0.90379,  0.42735, -1.00,  1.00,  1.00,  1.00,  1.00
3323, 861, -0.04985,  0.07114,  0.05949,  0.22967,  0.87116,  0.22967,  0.87116,  0.2779,  0.46902,  0.83833,  0.06035, -0.8795,  0.47205, -1.00,  1.00,  1.00,  1.00,  1.00
3324, 862, -0.03974,  0.07624,  0.0534,  0.22651,  0.85947,  0.22651,  0.85947,  0.40097,  0.51279,  0.75912,  0.0481, -0.8393,  0.54154, -1.00,  1.00,  1.00,  1.00,  1.00
3325, 861, -0.04985,  0.07114,  0.05949,  0.22967,  0.87116,  0.22967,  0.87116,  0.2779,  0.46902,  0.83833,  0.06035, -0.8795,  0.47205, -1.00,  1.00,  1.00,  1.00,  1.00
3326, 860, -0.03976,  0.06606,  0.05741,  0.23292,  0.86109,  0.23292,  0.86109,  0.40222,  0.39972,  0.82368,  0.02305, -0.90379,  0.42735, -1.00,  1.00,  1.00,  1.00,  1.00
3327, 861, -0.04985,  0.07114,  0.05949,  0.22967,  0.87116,  0.22967,  0.87116,  0.2779,  0.46902,  0.83833,  0.06035, -0.8795,  0.47205, -1.00,  1.00,  1.00,  1.00,  1.00
3328, 862, -0.03974,  0.07624,  0.0534,  0.22651,  0.85947,  0.22651,  0.85947,  0.40097,  0.51279,  0.75912,  0.0481, -0.8393,  0.54154, -1.00,  1.00,  1.00,  1.00,  1.00
3329, 863, -0.04818,  0.08056,  0.05503,  0.22395,  0.86844,  0.22395,  0.86844,  0.30067,  0.56023,  0.77184, -0.0183, -0.80575,  0.59197, -1.00,  1.00,  1.00,  1.00,  1.00
3330, 864, -0.04077,  0.08595,  0.0462,  0.21968,  0.85828,  0.21968,  0.85828,  0.38781,  0.57428,  0.72097, -0.08788, -0.75559,  0.64913, -1.00,  1.00,  1.00,  1.00,  1.00
3331, 863, -0.04818,  0.08056,  0.05503,  0.22395,  0.86844,  0.22395,  0.86844,  0.30067,  0.56023,  0.77184, -0.0183, -0.80575,  0.59197, -1.00,  1.00,  1.00,  1.00,  1.00
3332, 862, -0.03974,  0.07624,  0.0534,  0.22651,  0.85947,  0.22651,  0.85947,  0.40097,  0.51279,  0.75912,  0.0481, -0.8393,  0.54154, -1.00,  1.00,  1.00,  1.00,  1.00
3333, 863, -0.04818,  0.08056,  0.05503,  0.22395,  0.86844,  0.22395,  0.86844,  0.30067,  0.56023,  0.77184, -0.0183, -0.80575,  0.59197, -1.00,  1.00,  1.00,  1.00,  1.00
3334, 864, -0.04077,  0.08595,  0.0462,  0.21968,  0.85828,  0.21968,  0.85828,  0.38781,  0.57428,  0.72097, -0.08788, -0.75559,  0.64913, -1.00,  1.00,  1.00,  1.00,  1.00
3335, 865, -0.0469,  0.08806,  0.04828,  0.21876,  0.86646,  0.21876,  0.86646,  0.31577,  0.61935,  0.71881, -0.1578, -0.71274,  0.68345, -1.00,  1.00,  1.00,  1.00,  1.00
3336, 864, -0.04077,  0.08595,  0.0462,  0.21968,  0.85828,  0.21968,  0.85828,  0.38781,  0.57428,  0.72097, -0.08788, -0.75559,  0.64913, -1.00,  1.00,  1.00,  1.00,  1.00
3337, 866, -0.04406,  0.08868,  0.04215,  0.21284,  0.86383,  0.21284,  0.86383,  0.26125,  0.73162,  0.62967, -0.162, -0.60984,  0.77579, -1.00,  1.00,  1.00,  1.00,  1.00
3338, 865, -0.0469,  0.08806,  0.04828,  0.21876,  0.86646,  0.21876,  0.86646,  0.31577,  0.61935,  0.71881, -0.1578, -0.71274,  0.68345, -1.00,  1.00,  1.00,  1.00,  1.00
3339, 866, -0.04406,  0.08868,  0.04215,  0.21284,  0.86383,  0.21284,  0.86383,  0.26125,  0.73162,  0.62967, -0.162, -0.60984,  0.77579, -1.00,  1.00,  1.00,  1.00,  1.00
3340, 864, -0.04077,  0.08595,  0.0462,  0.21968,  0.85828,  0.21968,  0.85828,  0.38781,  0.57428,  0.72097, -0.08788, -0.75559,  0.64913, -1.00,  1.00,  1.00,  1.00,  1.00
3341, 867, -0.04054,  0.08763,  0.04191,  0.21333,  0.85814,  0.21333,  0.85814,  0.36404,  0.66706,  0.65001, -0.0897, -0.66954,  0.73734, -1.00,  1.00,  1.00,  1.00,  1.00
3342, 867, -0.04054,  0.08763,  0.04191,  0.21333,  0.85814,  0.21333,  0.85814,  0.36404,  0.66706,  0.65001, -0.0897, -0.66954,  0.73734, -1.00,  1.00,  1.00,  1.00,  1.00
3343, 868, -0.04275,  0.08852,  0.03763,  0.20867,  0.86235,  0.20867,  0.86235,  0.27808,  0.79227,  0.54312,  0.04698, -0.57596,  0.81613, -1.00,  1.00,  1.00,  1.00,  1.00
3344, 866, -0.04406,  0.08868,  0.04215,  0.21284,  0.86383,  0.21284,  0.86383,  0.26125,  0.73162,  0.62967, -0.162, -0.60984,  0.77579, -1.00,  1.00,  1.00,  1.00,  1.00
3345, 868, -0.04275,  0.08852,  0.03763,  0.20867,  0.86235,  0.20867,  0.86235,  0.27808,  0.79227,  0.54312,  0.04698, -0.57596,  0.81613, -1.00,  1.00,  1.00,  1.00,  1.00
3346, 867, -0.04054,  0.08763,  0.04191,  0.21333,  0.85814,  0.21333,  0.85814,  0.36404,  0.66706,  0.65001, -0.0897, -0.66954,  0.73734, -1.00,  1.00,  1.00,  1.00,  1.00
3347, 869, -0.04077,  0.08819,  0.03747,  0.20884,  0.85846,  0.20884,  0.85846,  0.31428,  0.78832,  0.52895,  0.03756, -0.56707,  0.82281, -1.00,  1.00,  1.00,  1.00,  1.00
3348, 870, -0.03587,  0.08504,  0.04391,  0.21417,  0.85276,  0.21417,  0.85276,  0.46041,  0.55524,  0.69262, -0.03076, -0.76979,  0.63755, -1.00,  1.00,  1.00,  1.00,  1.00
3349, 867, -0.04054,  0.08763,  0.04191,  0.21333,  0.85814,  0.21333,  0.85814,  0.36404,  0.66706,  0.65001, -0.0897, -0.66954,  0.73734, -1.00,  1.00,  1.00,  1.00,  1.00
3350, 864, -0.04077,  0.08595,  0.0462,  0.21968,  0.85828,  0.21968,  0.85828,  0.38781,  0.57428,  0.72097, -0.08788, -0.75559,  0.64913, -1.00,  1.00,  1.00,  1.00,  1.00
3351, 869, -0.04077,  0.08819,  0.03747,  0.20884,  0.85846,  0.20884,  0.85846,  0.31428,  0.78832,  0.52895,  0.03756, -0.56707,  0.82281, -1.00,  1.00,  1.00,  1.00,  1.00
3352, 871, -0.04276,  0.08915,  0.03631,  0.20542,  0.86155,  0.20542,  0.86155,  0.33477,  0.82231,  0.46015,  0.34404, -0.56128,  0.75273, -1.00,  1.00,  1.00,  1.00,  1.00
3353, 868, -0.04275,  0.08852,  0.03763,  0.20867,  0.86235,  0.20867,  0.86235,  0.27808,  0.79227,  0.54312,  0.04698, -0.57596,  0.81613, -1.00,  1.00,  1.00,  1.00,  1.00
3354, 871, -0.04276,  0.08915,  0.03631,  0.20542,  0.86155,  0.20542,  0.86155,  0.33477,  0.82231,  0.46015,  0.34404, -0.56128,  0.75273, -1.00,  1.00,  1.00,  1.00,  1.00
3355, 872, -0.04504,  0.08978,  0.03689,  0.20707,  0.86559,  0.20707,  0.86559,  0.23848,  0.78952,  0.5655, -0.01658, -0.57891,  0.81522, -1.00,  1.00,  1.00,  1.00,  1.00
3356, 868, -0.04275,  0.08852,  0.03763,  0.20867,  0.86235,  0.20867,  0.86235,  0.27808,  0.79227,  0.54312,  0.04698, -0.57596,  0.81613, -1.00,  1.00,  1.00,  1.00,  1.00
3357, 872, -0.04504,  0.08978,  0.03689,  0.20707,  0.86559,  0.20707,  0.86559,  0.23848,  0.78952,  0.5655, -0.01658, -0.57891,  0.81522, -1.00,  1.00,  1.00,  1.00,  1.00
3358, 871, -0.04276,  0.08915,  0.03631,  0.20542,  0.86155,  0.20542,  0.86155,  0.33477,  0.82231,  0.46015,  0.34404, -0.56128,  0.75273, -1.00,  1.00,  1.00,  1.00,  1.00
